chrom	length	bases	mean	min	max
TE_00003098_INT#LTR/Copia	1415	8894355	6285.76	0	11669
TE_00003099#DNA/DTA	1235	5995	4.85	0	27
TE_00003101#DNA/Helitron	4842	58594	12.10	0	159
TE_00003102_INT#LTR/Gypsy	5323	1691732	317.82	0	1362
TE_00003103#MITE/DTM	392	29750	75.89	5	162
TE_00003104#MITE/DTH	482	5536	11.49	1	32
TE_00003105#DNA/DTM	1549	14213	9.18	1	74
TE_00003107#DNA/Helitron	5640	121688	21.58	0	164
TE_00003110#DNA/DTC	436	38679	88.71	0	286
TE_00003111_INT#LTR/Gypsy	10499	2955546	281.51	0	1107
TE_00003112_LTR#LTR/Gypsy	479	9752	20.36	2	33
TE_00003113#MITE/DTA	157	3710	23.63	10	36
TE_00003114#DNA/Helitron	7715	73985	9.59	0	72
TE_00003115#DNA/DTH	2130	41985	19.71	0	209
TE_00003116_LTR#LTR/Copia	1103	4442556	4027.70	0	8593
TE_00003118#DNA/DTM	895	4412	4.93	1	16
TE_00003119#MITE/DTA	327	625	1.91	0	4
TE_00003120_INT#LTR/Gypsy	3023	6104230	2019.26	3	15306
TE_00003121#DNA/DTM	1690	5767	3.41	0	18
TE_00003122#DNA/DTT	3257	125193	38.44	0	457
TE_00003125#MITE/DTT	212	1509	7.12	0	32
TE_00003126#DNA/DTM	1509	12845697	8512.72	1	16233
TE_00003128_LTR#LTR/Gypsy	238	23124	97.16	17	152
TE_00003129#DNA/DTH	1739	196854	113.20	0	702
TE_00003132#DNA/DTC	330	8320	25.21	0	58
TE_00003133#DNA/DTC	3206	1464012	456.65	1	1085
TE_00003134#DNA/DTC	3737	106009	28.37	0	163
TE_00003135_LTR#LTR/Copia	1496	8432173	5636.48	0	13511
TE_00003136#DNA/Helitron	8867	54122	6.10	0	46
TE_00003137#DNA/DTT	1021	1629758	1596.24	42	3301
TE_00003138_LTR#LTR/Gypsy	516	698870	1354.40	257	3541
TE_00003139_INT#LTR/Gypsy	8225	3032578	368.70	1	2293
TE_00003140_INT#LTR/Gypsy	12400	5060906	408.14	13	3184
TE_00003141#DNA/DTA	723	19703	27.25	0	100
TE_00003142#DNA/DTH	383	2039	5.32	0	16
TE_00003143#MITE/DTT	299	94258	315.24	54	547
TE_00003144_LTR#LTR/Copia	171	11184	65.40	26	86
TE_00003145_INT#LTR/Copia	4703	279888	59.51	11	108
TE_00003146_INT#LTR/Gypsy	4713	50281	10.67	0	53
TE_00003148_INT#LTR/Gypsy	4835	43592	9.02	1	19
TE_00003149#DNA/DTM	770	26977	35.04	9	64
TE_00003150#DNA/DTC	186	97	0.52	0	1
TE_00003151_INT#LTR/Copia	4834	583175	120.64	1	332
TE_00003152#DNA/DTT	1706	86074	50.45	0	359
TE_00003153#DNA/DTH	1637	47900	29.26	1	161
TE_00003155#DNA/DTH	2385	183914	77.11	3	253
TE_00003157#DNA/DTC	117	112989	965.72	0	1349
TE_00003161#DNA/DTH	1252	100486	80.26	0	249
TE_00003162#DNA/Helitron	9997	19771238	1977.72	0	21861
TE_00003163_INT#LTR/Copia	4586	274054	59.76	14	120
TE_00003164#DNA/DTT	1396	13933	9.98	0	78
TE_00003166#DNA/DTM	1400	13961	9.97	2	17
TE_00003167_LTR#LTR/Gypsy	2959	311871	105.40	0	382
TE_00003168_INT#LTR/Gypsy	1766	2410320	1364.85	17	4072
TE_00003169_INT#LTR/Copia	4395	135710	30.88	2	121
TE_00003170#MITE/DTA	141	309	2.19	1	3
TE_00003171_INT#LTR/Gypsy	5049	13557417	2685.17	0	3988
TE_00003172#DNA/DTM	1283	20270	15.80	5	35
TE_00003173#MITE/DTT	538	22809	42.40	0	328
TE_00003174_INT#LTR/Copia	420	1729938	4118.90	0	7003
TE_00003176#MITE/DTT	141	301	2.13	0	5
TE_00003178_INT#LTR/Gypsy	947	416354	439.66	0	1534
TE_00003179#MITE/DTM	156	616	3.95	0	9
TE_00003180#DNA/Helitron	6607	244049	36.94	0	791
TE_00003181_INT#LTR/Gypsy	1462	443528	303.37	0	1093
TE_00003182_LTR#LTR/Gypsy	267	54381	203.67	3	383
TE_00003184_LTR#LTR/Copia	2554	13772273	5392.43	37	10377
TE_00003185#DNA/DTM	4537	206934	45.61	0	238
TE_00003186#DNA/Helitron	807	22389	27.74	1	104
TE_00003187#DNA/DTC	1232	279257	226.67	6	781
TE_00003188#MITE/DTA	173	2204	12.74	3	25
TE_00003189#DNA/DTM	4482	39436	8.80	0	29
TE_00003190#MITE/DTT	80	420	5.25	2	8
TE_00003192_INT#LTR/Copia	108	1432	13.26	0	18
TE_00003194_INT#LTR/Gypsy	891	3523634	3954.70	218	6515
TE_00003197_INT#LTR/Gypsy	621	21921	35.30	0	69
TE_00003198#DNA/DTM	2380	27240	11.45	0	77
TE_00003199#DNA/DTC	3147	2088589	663.68	5	5837
TE_00003200#DNA/Helitron	364	2634	7.24	1	20
TE_00003201#DNA/DTM	904	6782	7.50	1	28
TE_00003203_INT#LTR/Gypsy	2613	2115730	809.69	0	2344
TE_00003204#DNA/DTH	854	666189	780.08	6	1242
TE_00003205#DNA/Helitron	147	373	2.54	1	6
TE_00003206#DNA/DTT	1883	32449	17.23	2	76
TE_00003207_INT#LTR/Gypsy	6116	644327	105.35	3	465
TE_00003208#DNA/DTT	472	1249	2.65	0	5
TE_00003209_INT#LTR/Gypsy	1110	2268481	2043.68	0	3443
TE_00003210#DNA/DTC	761	91220	119.87	0	559
TE_00003211#DNA/DTC	3984	26142	6.56	0	44
TE_00003212#DNA/DTM	2824	37316	13.21	0	41
TE_00003213#DNA/DTH	1660	113922	68.63	1	253
TE_00003214_LTR#LTR/Copia	1255	14750628	11753.49	1025	43774
TE_00003215_INT#LTR/Gypsy	2828	1755957	620.92	0	2819
TE_00003216#DNA/DTT	624	6742	10.80	1	53
TE_00003217_LTR#LTR/Copia	225	1432	6.36	1	16
TE_00003218_INT#LTR/Gypsy	10991	1407588	128.07	0	632
TE_00003219#MITE/DTM	295	1258	4.26	0	12
TE_00003220_INT#LTR/Gypsy	2290	1811101	790.87	0	4523
TE_00003221_INT#LTR/Gypsy	2576	5187391	2013.74	0	4412
TE_00003222_LTR#LTR/Gypsy	1666	74080	44.47	7	248
TE_00003223#DNA/DTM	2104	15497	7.37	0	294
TE_00003225#MITE/DTT	388	1119	2.88	1	6
TE_00003226_INT#LTR/Gypsy	3356	816394	243.26	0	922
TE_00003227#DNA/DTM	1680	32872	19.57	3	61
TE_00003228#DNA/DTM	881	7578	8.60	0	88
TE_00003229_INT#LTR/Gypsy	139	4527	32.57	0	74
TE_00003230_LTR#LTR/Copia	1636	3039087	1857.63	190	5261
TE_00003232#DNA/DTC	3455	75945	21.98	3	49
TE_00003233#DNA/DTT	1286	6453	5.02	0	26
TE_00003234#DNA/DTT	3510	51895	14.78	0	111
TE_00003235#DNA/DTT	1242	8475	6.82	0	28
TE_00003237#DNA/DTC	2836	799732	281.99	1	1830
TE_00003238#MITE/DTT	276	3268	11.84	2	30
TE_00003239#DNA/DTC	3828	961276	251.12	0	2066
TE_00003240_INT#LTR/Gypsy	1385	148484	107.21	1	285
TE_00003241#DNA/DTT	3889	25145	6.47	0	91
TE_00003243#DNA/DTT	2245	85486	38.08	0	224
TE_00003244#DNA/DTC	2985	760890	254.90	0	737
TE_00003246#DNA/DTH	2574	375418	145.85	0	508
TE_00003247#DNA/DTA	2739	21199	7.74	0	39
TE_00003248#DNA/DTT	931	4192	4.50	0	23
TE_00003250_LTR#LTR/Copia	203	824	4.06	1	6
TE_00003251#DNA/DTA	735	3120	4.24	0	13
TE_00003253#MITE/DTA	188	2317	12.32	4	24
TE_00003254#MITE/DTH	300	776	2.59	0	5
TE_00003255_INT#LTR/Copia	4007	16222468	4048.53	0	12330
TE_00003256#DNA/Helitron	9409	287254	30.53	0	265
TE_00003257#DNA/DTM	1778	30674	17.25	2	73
TE_00003258#MITE/DTM	181	24710	136.52	0	182
TE_00003259#DNA/Helitron	5108	121272	23.74	0	168
TE_00003260#MITE/DTT	92	636	6.91	1	13
TE_00003261_LTR#LTR/Gypsy	904	1913353	2116.54	75	4761
TE_00003262#MITE/DTT	463	4249	9.18	0	56
TE_00003263_INT#LTR/Gypsy	4131	3594638	870.16	47	2749
TE_00003264#MITE/DTA	168	492	2.93	2	4
TE_00003265#DNA/DTM	1380	8609	6.24	0	22
TE_00003266_INT#LTR/Gypsy	3596	1964043	546.17	1	1604
TE_00003267#DNA/Helitron	1372	29107	21.22	0	135
TE_00003269_INT#LTR/Gypsy	1869	1449046	775.31	7	2722
TE_00003270#DNA/DTT	3272	116887	35.72	0	352
TE_00003272_LTR#LTR/Copia	157	39054	248.75	78	363
TE_00003273_INT#LTR/Gypsy	5988	1592548	265.96	2	1644
TE_00003275_LTR#LTR/Copia	1563	19871672	12713.80	904	15164
TE_00003278_INT#LTR/Gypsy	6302	3835445	608.61	0	3261
TE_00003279#MITE/DTT	317	8365	26.39	0	347
TE_00003280#DNA/DTM	1849	24837	13.43	2	34
TE_00003281_LTR#LTR/Copia	205	4243	20.70	6	30
TE_00003282#DNA/DTM	723	6417	8.88	2	17
TE_00003283_INT#LTR/Gypsy	4303	461076	107.15	3	1093
TE_00003284_INT#LTR/Gypsy	3905	3907125	1000.54	0	2849
TE_00003285#DNA/DTM	873	16161	18.51	0	42
TE_00003286#MITE/DTT	359	6804	18.95	5	30
TE_00003287#MITE/DTT	118	1311	11.11	2	18
TE_00003288#DNA/Helitron	2742	20379	7.43	0	18
TE_00003289_INT#LTR/Gypsy	3740	2283549	610.57	0	2466
TE_00003290_INT#LTR/Gypsy	1500	2330642	1553.76	0	4780
TE_00003291_INT#LTR/Gypsy	868	73841	85.07	0	160
TE_00003293#DNA/DTH	823	13350	16.22	0	52
TE_00003294#MITE/DTH	129	12844	99.57	63	118
TE_00003295_INT#LTR/Gypsy	3789	8266923	2181.82	4	6137
TE_00003296#DNA/DTT	1432	2505082	1749.36	6	3646
TE_00003297_INT#LTR/Gypsy	5148	1288479	250.29	0	2305
TE_00003298#MITE/DTA	185	2804	15.16	3	52
TE_00003300#MITE/DTT	211	76561	362.85	1	666
TE_00003302#DNA/DTT	1522	51030	33.53	0	137
TE_00003303#DNA/DTC	173	1073	6.20	0	25
TE_00003304_INT#LTR/Gypsy	2907	1289813	443.69	0	1959
TE_00003305#DNA/Helitron	1594	43772	27.46	3	109
TE_00003306_INT#LTR/Gypsy	1766	2388327	1352.39	0	7497
TE_00003307#DNA/Helitron	910	39422	43.32	1	302
TE_00003308_INT#LTR/Gypsy	4064	9000513	2214.69	0	4352
TE_00003310_LTR#LTR/Copia	361	21427	59.35	1	714
TE_00003311_INT#LTR/Gypsy	1706	273477	160.30	10	594
TE_00003312#DNA/Helitron	4087	44467	10.88	0	193
TE_00003314#DNA/DTA	774	6122	7.91	1	48
TE_00003315#DNA/DTH	2530	187083	73.95	0	305
TE_00003316#DNA/Helitron	8248	109857	13.32	0	229
TE_00003317#MITE/DTA	125	161	1.29	0	2
TE_00003318#DNA/Helitron	3513	35759	10.18	0	36
TE_00003319#MITE/DTM	102	593	5.81	4	9
TE_00003320#DNA/DTM	1284	11894	9.26	0	93
TE_00003321_INT#LTR/Copia	4317	137695	31.90	9	63
TE_00003322_LTR#LTR/Gypsy	385	34828	90.46	50	112
TE_00003323_INT#LTR/Gypsy	5834	2223673	381.16	2	1257
TE_00003325#DNA/Helitron	1471	212294	144.32	22	581
TE_00003326_INT#LTR/Copia	5047	228399	45.25	2	263
TE_00003327_LTR#LTR/Copia	993	33125	33.36	5	237
TE_00003328#DNA/DTC	2469	7743	3.14	0	14
TE_00003329_INT#LTR/Gypsy	3906	1104167	282.68	0	4053
TE_00003330#DNA/Helitron	3928	18109	4.61	0	24
TE_00003331#DNA/DTM	1403	25846	18.42	3	60
TE_00003332#DNA/DTM	1082	49944	46.16	4	208
TE_00003333_INT#LTR/Copia	2594	3830687	1476.75	0	7961
TE_00003334#DNA/DTC	1799	42855	23.82	0	122
TE_00003335_INT#LTR/Gypsy	4348	144932	33.33	1	261
TE_00003336#DNA/Helitron	376	5920	15.74	0	60
TE_00003337_INT#LTR/Gypsy	3598	2064502	573.79	0	3872
TE_00003339_INT#LTR/Copia	1410	10192	7.23	2	16
TE_00003340#DNA/DTA	889	7501	8.44	0	64
TE_00003341#DNA/DTM	815	2265	2.78	0	8
TE_00003343#DNA/DTA	957	3761	3.93	0	8
TE_00003344#DNA/Helitron	505	5063	10.03	0	42
TE_00003345_INT#LTR/Gypsy	1651	275127	166.64	5	259
TE_00003347#DNA/DTT	2952	23434	7.94	0	83
TE_00003348#DNA/DTA	1219	16523	13.55	0	56
TE_00003349_INT#LTR/Copia	4750	542960	114.31	1	325
TE_00003351_LTR#LTR/Copia	1454	3178176	2185.82	0	7320
TE_00003352#DNA/DTA	1185	7378	6.23	0	24
TE_00003353_INT#LTR/Gypsy	1220	2838639	2326.75	2	5553
TE_00003354#MITE/DTC	557	11434	20.53	3	34
TE_00003355#MITE/DTT	188	8581	45.64	10	114
TE_00003356_INT#LTR/Gypsy	3234	1366600	422.57	0	3303
TE_00003360_INT#LTR/Gypsy	3657	2207375	603.60	0	2625
TE_00003361#DNA/DTT	632	1676	2.65	0	8
TE_00003362#DNA/Helitron	4798	40228	8.38	0	282
TE_00003363#DNA/DTH	970	1368	1.41	0	7
TE_00003364#DNA/Helitron	278	1283	4.62	1	8
TE_00003365#DNA/DTC	1180	82030	69.52	14	140
TE_00003366#DNA/DTA	713	20268	28.43	5	42
TE_00003368#DNA/Helitron	1296	7649	5.90	1	13
TE_00003369#DNA/Helitron	1313	13175	10.03	0	23
TE_00003370_INT#LTR/Copia	4735	190859	40.31	0	233
TE_00003372#DNA/DTT	2770	42609	15.38	0	136
TE_00003373#DNA/Helitron	905	23481	25.95	1	262
TE_00003374_INT#LTR/Gypsy	335	45410	135.55	20	267
TE_00003375_INT#LTR/Gypsy	11659	2107177	180.73	0	885
TE_00003377#DNA/DTM	878	21756	24.78	4	89
TE_00003378#DNA/DTH	2107	635060	301.40	31	672
TE_00003379#DNA/DTT	1255	7996	6.37	0	45
TE_00003380_INT#LTR/Gypsy	757	658719	870.17	0	1576
TE_00003383#DNA/DTT	853	5615	6.58	0	32
TE_00003384#DNA/DTH	1588	67125	42.27	0	229
TE_00003386#DNA/Helitron	517	3001	5.80	0	22
TE_00003387_INT#LTR/Copia	717	122683	171.11	0	336
TE_00003388_INT#LTR/Copia	5967	126240	21.16	0	268
TE_00003389_INT#LTR/Gypsy	1223	1201686	982.57	0	2393
TE_00003390#DNA/Helitron	1169	24937	21.33	0	49
TE_00003392#MITE/DTM	311	5491	17.66	5	34
TE_00003394#MITE/DTT	416	35798	86.05	0	182
TE_00003396#DNA/DTA	1071	25771	24.06	9	53
TE_00003397#MITE/DTH	376	1202	3.20	0	10
TE_00003398#DNA/DTC	2690	563815	209.60	16	523
TE_00003399#DNA/DTM	738	1413	1.91	0	5
TE_00003400#DNA/DTC	4414	44738	10.14	0	103
TE_00003401#DNA/DTH	1552	328796	211.85	0	622
TE_00003402_INT#LTR/Gypsy	6225	4728871	759.66	33	3652
TE_00003403#DNA/DTC	4499	1139046	253.18	0	682
TE_00003404_INT#LTR/Gypsy	413	408608	989.37	0	1884
TE_00003405#DNA/Helitron	4736	130934	27.65	0	296
TE_00003406_INT#LTR/Gypsy	121	8152	67.37	0	200
TE_00003407#DNA/Helitron	2006	83004	41.38	0	129
TE_00003408_LTR#LTR/Copia	537	54952	102.33	0	374
TE_00003409_INT#LTR/Copia	3598	1515031	421.08	0	1559
TE_00003410_INT#LTR/Copia	4486	406540	90.62	23	120
TE_00003412_INT#LTR/Copia	4059	27079	6.67	0	32
TE_00003413_LTR#LTR/Gypsy	996	439749	441.52	5	2156
TE_00003414#DNA/DTM	1173	19133	16.31	0	96
TE_00003415#MITE/DTT	80	837	10.46	8	13
TE_00003416_LTR#LTR/Copia	989	2102304	2125.69	16	4154
TE_00003417_LTR#LTR/Copia	109	378990	3476.97	1174	4398
TE_00003418_INT#LTR/Gypsy	5133	1468374	286.07	0	1270
TE_00003419_LTR#LTR/Gypsy	4061	5200127	1280.50	44	7219
TE_00003420_INT#LTR/Gypsy	2122	1334711	628.99	0	2497
TE_00003421#DNA/DTM	1077	5019	4.66	1	9
TE_00003422#DNA/DTC	1322	84422	63.86	0	187
TE_00003423#MITE/DTH	599	3978	6.64	2	20
TE_00003424_INT#LTR/Copia	280	9682	34.58	0	65
TE_00003425_INT#LTR/Gypsy	13616	9995184	734.08	1	4214
TE_00003426#DNA/DTC	281	1415	5.04	0	11
TE_00003428#DNA/Helitron	5660	72204	12.76	1	52
TE_00003432_LTR#LTR/Gypsy	526	563995	1072.23	311	2205
TE_00003433_INT#LTR/Gypsy	5937	2412035	406.27	14	1903
TE_00003434_INT#LTR/Gypsy	178	91151	512.08	0	695
TE_00003435#DNA/DTC	172	412	2.40	0	3
TE_00003436_LTR#LTR/Gypsy	4022	10599352	2635.34	3	11198
TE_00003437#DNA/Helitron	749	18542	24.76	0	134
TE_00003438#MITE/DTT	132	234	1.77	0	6
TE_00003440#DNA/DTT	3898	8658520	2221.27	29	3322
TE_00003441_INT#LTR/Copia	6728	179993	26.75	0	160
TE_00003442#DNA/Helitron	2074	15394	7.42	0	29
TE_00003443#DNA/DTT	2279	79064	34.69	0	252
TE_00003445_INT#LTR/Gypsy	2720	1676976	616.54	0	1914
TE_00003446#DNA/DTH	1908	30375	15.92	0	46
TE_00003447#DNA/DTM	1168	24301	20.81	1	67
TE_00003448#DNA/DTT	3076	35804	11.64	0	185
TE_00003449#MITE/DTT	432	32688	75.67	1	168
TE_00003450#MITE/DTT	160	3268	20.43	1	27
TE_00003451_LTR#LTR/Gypsy	783	18560	23.70	10	55
TE_00003452_INT#LTR/Gypsy	258	213480	827.44	0	1095
TE_00003454#MITE/DTT	488	4216	8.64	0	17
TE_00003456#DNA/Helitron	6095	50308	8.25	0	40
TE_00003457_LTR#LTR/Copia	1154	7535999	6530.33	257	22371
TE_00003458_INT#LTR/Gypsy	1605	937975	584.41	2	3253
TE_00003460#DNA/DTA	3813	28831	7.56	0	89
TE_00003461#DNA/DTC	3411	52680	15.44	0	75
TE_00003463#DNA/Helitron	6396	350984	54.88	0	2009
TE_00003464_INT#LTR/Copia	1298	4565428	3517.28	1	6239
TE_00003465_LTR#LTR/Copia	138	20804	150.75	40	184
TE_00003467_INT#LTR/Gypsy	1110	424388	382.33	0	1142
TE_00003468#MITE/DTT	158	836	5.29	0	9
TE_00003469#DNA/DTC	3789	34610	9.13	0	74
TE_00003470#DNA/Helitron	804	133408	165.93	5	288
TE_00003471#DNA/DTC	1166	179503	153.95	0	802
TE_00003472_INT#LTR/Gypsy	210	7964	37.92	0	93
TE_00003473#MITE/DTT	164	91	0.55	0	2
TE_00003476#DNA/DTC	3951	26482	6.70	0	25
TE_00003477#DNA/DTH	1661	290789	175.07	1	348
TE_00003478_LTR#LTR/Gypsy	4254	26628977	6259.75	0	18569
TE_00003479_LTR#LTR/Gypsy	2855	1830963	641.32	49	1944
TE_00003480#DNA/DTH	252	11741	46.59	0	117
TE_00003481_INT#LTR/Gypsy	93	154	1.66	0	3
TE_00003482_INT#LTR/Gypsy	11638	2200080	189.04	0	1484
TE_00003483_LTR#LTR/Gypsy	340	8627	25.37	10	37
TE_00003485_LTR#LTR/Copia	1503	1769277	1177.16	1	9987
TE_00003486#DNA/DTC	129	23195	179.81	2	260
TE_00003487_LTR#LTR/Gypsy	974	905156	929.32	227	2044
TE_00003488#MITE/DTT	217	1688	7.78	0	28
TE_00003489#DNA/Helitron	3713	228819	61.63	1	158
TE_00003490#MITE/DTT	184	728	3.96	2	6
TE_00003491#DNA/DTC	992	103644	104.48	2	600
TE_00003493_INT#LTR/Gypsy	1556	1590950	1022.46	0	1800
TE_00003496#DNA/DTT	3115	9645	3.10	0	21
TE_00003497_LTR#LTR/Gypsy	464	4127	8.89	4	23
TE_00003501#DNA/DTM	1160	15632	13.48	2	86
TE_00003502_INT#LTR/Copia	4293	79519	18.52	1	55
TE_00003503_INT#LTR/Gypsy	8904	12386516	1391.12	12	5698
TE_00003505#DNA/DTA	823	26384	32.06	8	166
TE_00003508#DNA/DTT	1822	74606	40.95	0	405
TE_00003509#DNA/DTH	719	75927	105.60	3	157
TE_00003510#MITE/DTH	199	20046	100.73	62	129
TE_00003511_INT#LTR/Gypsy	3999	1461251	365.40	52	1654
TE_00003512#MITE/DTM	293	6871	23.45	5	56
TE_00003513#DNA/DTC	117	4667	39.89	4	56
TE_00003514#MITE/DTA	169	64	0.38	0	1
TE_00003515_INT#LTR/Gypsy	709	588783	830.44	0	3046
TE_00003516_LTR#LTR/Copia	430	17503544	40705.92	0	69998
TE_00003517#MITE/DTH	523	4703	8.99	1	20
TE_00003518_INT#LTR/Copia	7149	186343	26.07	3	150
TE_00003519_INT#LTR/Gypsy	122	324211	2657.47	0	6133
TE_00003520_LTR#LTR/Copia	1052	24306	23.10	10	32
TE_00003521#DNA/DTH	1084	20463	18.88	0	65
TE_00003522#MITE/DTT	94	417	4.44	2	10
TE_00003523_INT#LTR/Gypsy	4469	41082	9.19	0	28
TE_00003524_LTR#LTR/Gypsy	828	86615	104.61	14	199
TE_00003525#DNA/DTH	995	54667	54.94	0	211
TE_00003526_LTR#LTR/Copia	233	3631	15.58	4	27
TE_00003527_INT#LTR/Gypsy	4174	3951135	946.61	48	2918
TE_00003529#DNA/DTH	1144	6671	5.83	0	17
TE_00003530#DNA/DTC	2552	594052	232.78	63	540
TE_00003531#DNA/Helitron	256	307600	1201.56	0	2977
TE_00003532_INT#LTR/Copia	3131	418609	133.70	3	628
TE_00003533#DNA/Helitron	1559	22124	14.19	0	766
TE_00003535#DNA/DTC	2448	42843	17.50	1	103
TE_00003536_INT#LTR/Gypsy	362	236681	653.81	156	1168
TE_00003538#MITE/DTT	144	4447	30.88	1	62
TE_00003539#DNA/DTC	4189	443767	105.94	2	1429
TE_00003540#MITE/DTT	216	3368	15.59	2	28
TE_00003541#DNA/Helitron	672	2552	3.80	0	23
TE_00003542#DNA/DTC	167	2974	17.81	0	26
TE_00003543#MITE/DTT	381	1100	2.89	1	10
TE_00003544#MITE/DTT	93	511	5.49	1	9
TE_00003545_LTR#LTR/Gypsy	3684	5249256	1424.88	3	5121
TE_00003546_INT#LTR/Gypsy	106	95898	904.70	0	1934
TE_00003547_LTR#LTR/Gypsy	874	21283	24.35	5	36
TE_00003548_LTR#LTR/Copia	202	975	4.83	1	9
TE_00003549_INT#LTR/Copia	4311	1755547	407.23	0	691
TE_00003550#DNA/DTT	1658	469047	282.90	0	524
TE_00003551#DNA/DTC	3117	98062	31.46	0	605
TE_00003552_INT#LTR/Copia	5662	2808843	496.09	5	2349
TE_00003553_INT#LTR/Copia	182	338652	1860.73	74	5578
TE_00003554_INT#LTR/Copia	4446	260544	58.60	29	95
TE_00003555_LTR#LTR/Copia	237	1751	7.39	0	12
TE_00003557#DNA/DTH	1146	12820	11.19	0	45
TE_00003558#DNA/DTT	1707	10639	6.23	0	76
TE_00003559_INT#LTR/Copia	4846	177798	36.69	3	126
TE_00003560#DNA/DTM	2999	256271	85.45	0	1138
TE_00003561#DNA/DTT	2805	1222476	435.82	1	2354
TE_00003562_INT#LTR/Gypsy	1271	1565166	1231.44	0	4150
TE_00003564#DNA/Helitron	1093	22629	20.70	5	54
TE_00003565_LTR#LTR/Copia	1618	1238826	765.65	61	1615
TE_00003567_LTR#LTR/Gypsy	246	4093	16.64	3	22
TE_00003568#DNA/DTH	1254	24831	19.80	0	91
TE_00003569_LTR#LTR/Copia	935	556286	594.96	1	786
TE_00003570#DNA/Helitron	814	786	0.97	0	14
TE_00003571_INT#LTR/Gypsy	4478	28713	6.41	1	25
TE_00003572_INT#LTR/Copia	2003	703268	351.11	5	1183
TE_00003573_LTR#LTR/Gypsy	1067	17972478	16843.93	7319	21139
TE_00003574_INT#LTR/Gypsy	4378	52838	12.07	0	45
TE_00003575_INT#LTR/Gypsy	5273	8234581	1561.65	131	6003
TE_00003576#DNA/DTC	2126	79622	37.45	0	105
TE_00003577#DNA/DTA	2183	106249	48.67	3	82
TE_00003579_INT#LTR/Gypsy	584	207354	355.06	4	705
TE_00003580_LTR#LTR/Copia	196	17237	87.94	34	109
TE_00003581#DNA/DTM	1084	28264	26.07	1	99
TE_00003582_LTR#LTR/Copia	156	10510	67.37	4	91
TE_00003583#DNA/Helitron	526	80701	153.42	24	445
TE_00003584#DNA/Helitron	956	7505	7.85	1	61
TE_00003586_INT#LTR/Copia	1355	303879	224.26	2	326
TE_00003587#DNA/Helitron	14503	4731479	326.24	0	8228
TE_00003588_INT#LTR/Gypsy	6056	4050108	668.78	1	2339
TE_00003589#DNA/DTT	1801	6809	3.78	0	30
TE_00003590#DNA/DTM	946	5658	5.98	1	12
TE_00003591#DNA/DTH	985	7802	7.92	0	85
TE_00003592#MITE/DTM	424	54236	127.92	101	146
TE_00003593#MITE/DTM	109	446	4.09	1	9
TE_00003594#DNA/DTH	944	51315	54.36	0	286
TE_00003595_INT#LTR/Copia	4940	304943	61.73	1	273
TE_00003596_INT#LTR/Gypsy	4791	1720178	359.04	0	1824
TE_00003597_INT#LTR/Copia	5632	11240979	1995.91	13	2866
TE_00003598#MITE/DTT	197	1001	5.08	0	15
TE_00003599#DNA/Helitron	5789	485305	83.83	0	730
TE_00003600#MITE/DTT	239	715	2.99	0	7
TE_00003601_INT#LTR/Gypsy	6756	3998932	591.91	9	4566
TE_00003604#DNA/DTT	1183	6741	5.70	0	101
TE_00003605#MITE/DTM	114	404	3.54	1	8
TE_00003606_INT#LTR/Gypsy	1132	450481	397.95	0	678
TE_00003608_INT#LTR/Gypsy	251	42623	169.81	0	260
TE_00003610#DNA/DTC	2939	166474	56.64	1	396
TE_00003615_INT#LTR/Gypsy	1246	3536755	2838.49	0	5995
TE_00003616#MITE/DTT	208	216	1.04	0	4
TE_00003617#DNA/DTH	1267	64476	50.89	0	238
TE_00003618_LTR#LTR/Copia	254	3611	14.22	1	24
TE_00003620_INT#LTR/Gypsy	953	1018750	1068.99	0	5671
TE_00003622_INT#LTR/Gypsy	1338	5389791	4028.24	11	7695
TE_00003623#DNA/Helitron	668	11179	16.74	0	121
TE_00003624_INT#LTR/Gypsy	9998	1325727	132.60	0	1605
TE_00003625#MITE/DTA	151	2782	18.42	5	52
TE_00003629#DNA/Helitron	709	3444	4.86	0	13
TE_00003630_INT#LTR/Gypsy	269	28435	105.71	0	153
TE_00003631#MITE/DTM	183	1940	10.60	2	33
TE_00003632#DNA/DTM	234	4032	17.23	0	55
TE_00003634#DNA/DTM	783	12679	16.19	7	29
TE_00003635#DNA/DTM	1221	44147	36.16	22	67
TE_00003636_INT#LTR/Gypsy	5050	1357877	268.89	12	1685
TE_00003637_INT#LTR/Gypsy	2633	3407050	1293.98	0	5393
TE_00003638_INT#LTR/Copia	7174	2360921	329.09	0	2069
TE_00003639_LTR#LTR/Gypsy	659	73819	112.02	4	281
TE_00003641#DNA/DTM	3702	61994	16.75	1	83
TE_00003644_INT#LTR/Gypsy	2667	1838199	689.24	1	1540
TE_00003645_INT#LTR/Gypsy	2735	333821	122.06	0	549
TE_00003646#DNA/DTC	4472	761224	170.22	0	1140
TE_00003647_INT#LTR/Gypsy	218	420833	1930.43	0	3121
TE_00003648_LTR#LTR/Copia	419	3706	8.84	3	12
TE_00003649#DNA/DTC	1063	1212000	1140.17	18	3005
TE_00003650_INT#LTR/Copia	3961	21011708	5304.65	0	8113
TE_00003651_INT#LTR/Gypsy	171	106727	624.13	0	801
TE_00003652#DNA/DTC	3509	1412552	402.55	9	947
TE_00003654#MITE/DTT	236	10727	45.45	9	66
